0.175211264,415.8207638
0.512069352,829.1963614
0.714530297,163.9314531
1.272499061,923.3584408
1.290654762,610.4907119
1.397752841,402.6539159
1.467195333,297.7296004
1.957638209,948.9283996
4.034374135,608.0294403
4.06152484,470.0025641
4.704832438,267.2996568
5.833513907,856.0213059
6.215561699,569.5111855
7.188990785,404.0218587
11.07505618,355.4816683
11.69633103,972.1161012
12.14220763,209.9856315
12.34192341,524.1423571
12.78654148,923.6263548
12.80208213,353.8416338
13.15968738,832.4625994
14.77935733,690.9733169
16.05765882,1267.636556
17.1632931,734.8960944
17.67451134,948.4447598
18.31015286,884.1592426
19.41971505,403.7408085
19.42205108,1077.271457
19.7233006,1103.131793
21.80434169,546.6279829
21.88274014,559.1921961
25.4920753,675.5020253
26.97346221,1594.235262
26.99827201,1333.036402
27.33246493,1741.651493
28.63926822,1057.801684
29.21427442,1089.625974
29.35248419,1648.684781
30.60049359,1776.809644
32.62829015,1248.676524
33.11780127,1271.500095
37.79663114,2187.179626
38.66662512,2363.213572
39.02246178,1929.174606
41.74760728,2138.962419
42.00807297,2062.917043
42.29152678,2785.488442
43.79485902,2571.953527
43.89901142,2667.08211
45.25176804,2884.992818
46.53833091,2643.851088
48.90061988,2871.621351
48.95849674,3212.84823
49.30936072,2883.902098
49.52960398,3437.49291
49.92265245,3405.158866
52.36185659,3411.035546
54.20383807,3959.581661
55.27355756,3485.753776
56.03351891,4113.52765
56.08122483,3718.626773
56.18281556,3275.9782
58.40679001,4411.669391
59.28928032,3859.369915
60.31992294,4598.667096
60.56478328,3826.854253
61.00500055,4159.217293
62.13168165,4509.112455
62.18264232,4891.685096
62.60629043,4038.196662
62.66980167,4862.933798
66.9701338,5458.421014
67.14054251,4604.891488
68.33430153,4913.661928
69.95388526,5934.609803
70.74958491,5446.158143
71.21804875,5886.564277
72.05266363,5703.073127
77.03237362,6580.464565
77.57120258,6888.211541
79.57063596,7169.453302
81.47333627,7323.957693
82.60829247,7212.025108
83.92290837,7518.859294
85.85893536,8182.980749
86.00986839,7696.968619
86.87357529,7791.544148
87.41278151,7845.621591
87.54182399,7864.193631
87.79652906,7974.474285
88.43051543,7982.002887
91.27833181,8942.639112
92.44540341,8680.691012
92.52656514,8959.32764
92.73941505,9142.55097
92.90340567,9234.529291
93.85041333,9458.48214
96.4085621,9412.578649
98.30521325,10656.35809
98.53910493,10680.93286
